N,Norme,iterations,durree
224,2.2880149784407804,15,0.0008831024169921875
225,2.28854882213089,15,0.0009663105010986328
226,2.289079814144143,15,0.0011839866638183594
227,2.289607982367119,15,0.0013163089752197266
228,2.2901333542885585,15,0.0011081695556640625
229,2.2906559570189646,15,0.0011761188507080078
230,2.291175817271549,15,0.0015227794647216797
231,2.2916929613956345,15,0.0011169910430908203
232,2.292207415392104,15,0.0008883476257324219
233,2.2927192048652585,15,0.0006983280181884766
234,2.2932283550961756,15,0.0007264614105224609
235,2.29373489100201,15,0.0006821155548095703
236,2.294238837161312,15,0.0006644725799560547
237,2.294740217830093,15,0.0007979869842529297
238,2.295239056928868,15,0.0008614063262939453
239,2.2957353780500647,15,0.0007214546203613281
240,2.296229204463785,15,0.0008141994476318359
241,2.296720559141618,15,0.0006215572357177734
242,2.297209464758745,15,0.0006046295166015625
243,2.297695943653628,15,0.0006527900695800781
244,2.2981800178972644,15,0.0006175041198730469
245,2.298661709268412,15,0.0007495880126953125
246,2.299141039257295,15,0.0006337165832519531
247,2.2996180290603254,15,0.0006308555603027344
248,2.300092699608115,15,0.0007371902465820312
249,2.3005650715746357,15,0.0006189346313476562
250,2.3010351653409424,15,0.0010406970977783203
251,2.3015030010467603,15,0.0009665489196777344
252,2.3019685985612197,15,0.001354217529296875
253,2.3024319775105018,15,0.0014295578002929688
254,2.3028931572537994,15,0.0006651878356933594
255,2.3033521569213544,15,0.0006413459777832031
256,2.3038089954076595,15,0.0009894371032714844
257,2.3042636913535866,15,0.0010564327239990234
258,2.304716263167414,15,0.0007731914520263672
259,2.305166729066287,16,0.0007066726684570312
260,2.3056151069544377,15,0.0006382465362548828
261,2.3060614146171328,15,0.0006549358367919922
262,2.306505669558262,15,0.0006611347198486328
263,2.306947889081853,15,0.0007443428039550781
264,2.307388090288924,15,0.0006532669067382812
265,2.307826290052742,15,0.0006694793701171875
266,2.3082625050614762,15,0.0006585121154785156
267,2.3086967518118295,16,0.0006961822509765625
268,2.309129046548936,16,0.0007793903350830078
269,2.3095594053781614,16,0.0007154941558837891
270,2.309987844191438,16,0.0007114410400390625
271,2.310414378694073,16,0.0007464885711669922
272,2.3108390243852663,15,0.0006773471832275391
273,2.3112617966399838,15,0.0010602474212646484
274,2.311682710590936,15,0.0007050037384033203
275,2.312101781230596,16,0.0007357597351074219
276,2.312519023333265,16,0.0007462501525878906
277,2.3129344515415218,16,0.0007555484771728516
278,2.3133480803184563,16,0.0007333755493164062
279,2.3137599239530973,16,0.0007522106170654297
280,2.314169996561873,15,0.0007977485656738281
281,2.3145783121583117,16,0.00078582763671875
282,2.3149848845002987,16,0.0007684230804443359
283,2.3153897272545048,16,0.0007660388946533203
284,2.3157928539120443,16,0.0010921955108642578
285,2.316194277819668,16,0.0008180141448974609
286,2.3165940121692636,16,0.0007812976837158203
287,2.316992070000289,16,0.0007753372192382812
288,2.3173884642120655,16,0.0007774829864501953
289,2.3177832075591196,16,0.0008313655853271484
290,2.3181763126498134,16,0.0007777214050292969
291,2.318567791961219,16,0.0007741451263427734
292,2.3189576578271858,16,0.0007886886596679688
293,2.3193459224432393,16,0.0010786056518554688
294,2.3197325978763073,16,0.0008168220520019531
295,2.320117696058504,16,0.0008101463317871094
296,2.320501228781147,15,0.0007283687591552734
297,2.3208832077664296,16,0.0008249282836914062
298,2.321263644508752,16,0.0008151531219482422
299,2.3216425504567155,16,0.0008037090301513672
300,2.322019936911,16,0.0010101795196533203
301,2.322395815047711,16,0.0008683204650878906
302,2.3227701959352247,16,0.0008232593536376953
303,2.3231430905105444,16,0.0008063316345214844
304,2.32351450960466,16,0.0008385181427001953
305,2.3238844639324077,16,0.0008459091186523438
306,2.3242529640971488,16,0.0008254051208496094
307,2.3246200205819973,16,0.0008499622344970703
308,2.3249856437683345,16,0.000812530517578125
309,2.3253498439278686,16,0.0011439323425292969
310,2.3257126312289236,16,0.0008625984191894531
311,2.326074015726307,16,0.0008559226989746094
312,2.3264340073813,16,0.0008287429809570312
313,2.3267926160400334,16,0.0008764266967773438
314,2.327149851458449,16,0.0008766651153564453
315,2.3275057232898346,16,0.0008420944213867188
316,2.327860241085033,16,0.0009076595306396484
317,2.3282134143003064,16,0.0008864402770996094
318,2.328565252302111,16,0.0008449554443359375
319,2.328915764354294,16,0.0008821487426757812
320,2.3292649596267347,16,0.0008847713470458984
321,2.3296128472040403,16,0.0008668899536132812
322,2.329959436076165,16,0.0009002685546875
323,2.3303047351425437,16,0.0008959770202636719
324,2.330648753215492,16,0.0009062290191650391
325,2.3309914990217355,16,0.0011835098266601562
326,2.3313329811984955,16,0.0009307861328125
327,2.3316732082995477,16,0.0009274482727050781
328,2.3320121887946152,16,0.0009298324584960938
329,2.3323499310653415,16,0.0009615421295166016
330,2.3326864434230075,16,0.0009698867797851562
331,2.333021734092637,16,0.0009591579437255859
332,2.3333558112123747,16,0.001041412353515625
333,2.333688682851915,16,0.001279592514038086
334,2.33402035700045,16,0.0018186569213867188
335,2.334350841559539,16,0.0016989707946777344
336,2.334680144375522,16,0.0015480518341064453
337,2.3350082732027992,16,0.001566171646118164
338,2.3353352357282775,16,0.0015997886657714844
339,2.3356610395638207,16,0.0015819072723388672
340,2.3359856922588325,16,0.001773834228515625
341,2.3363092012721616,16,0.0019452571868896484
342,2.3366315740061188,16,0.0016155242919921875
343,2.3369528177935672,16,0.0017235279083251953
344,2.3372729398978604,16,0.002004384994506836
345,2.3375919475058744,16,0.0017039775848388672
346,2.337909847753534,16,0.0026068687438964844
347,2.3382266476914473,16,0.0014007091522216797
348,2.3385423543210737,16,0.0012106895446777344
349,2.3388569745709074,16,0.0018253326416015625
350,2.3391705153099287,16,0.0017061233520507812
351,2.3394829833439603,16,0.0011594295501708984
352,2.3397943854127123,16,0.0013051033020019531
353,2.3401047281950547,16,0.0029685497283935547
354,2.340414018310412,16,0.0015544891357421875
355,2.3407222623159676,16,0.001110076904296875
356,2.341029466725059,16,0.0010845661163330078
357,2.341335637957215,16,0.0011065006256103516
358,2.3416407824184153,16,0.0010309219360351562
359,2.341944906422205,16,0.00112152099609375
360,2.342248016240646,16,0.001055002212524414
361,2.342550118086385,16,0.001131296157836914
362,2.342851218126212,16,0.0010530948638916016
363,2.3431513224557863,16,0.0011289119720458984
364,2.3434504371236473,16,0.0010886192321777344
365,2.3437485681391155,16,0.0011856555938720703
366,2.3440457214331873,16,0.0010721683502197266
367,2.3443419028997656,16,0.001589059829711914
368,2.3446371183888575,16,0.001247406005859375
369,2.34493137368092,16,0.0012142658233642578
370,2.3452246745109706,16,0.0010464191436767578
371,2.345517026577602,16,0.0012485980987548828
372,2.345808435515096,16,0.0010614395141601562
373,2.3460989069222444,16,0.0015170574188232422
374,2.34638844633105,16,0.001096963882446289
375,2.346677059246382,16,0.0016291141510009766
376,2.3469647511099576,16,0.0010762214660644531
377,2.34725152733694,16,0.0018558502197265625
378,2.3475373932687686,16,0.0011425018310546875
379,2.347822354222777,16,0.0012683868408203125
380,2.348106415463991,16,0.0011179447174072266
381,2.3483895822142524,16,0.0012786388397216797
382,2.3486718596425797,16,0.0010933876037597656
383,2.3489532528924277,16,0.001295328140258789
384,2.34923376705643,16,0.0011014938354492188
385,2.3495134071787396,16,0.0012950897216796875
386,2.3497921782605955,16,0.0011005401611328125
387,2.3500700852693313,16,0.0013034343719482422
388,2.350347133132007,16,0.0013592243194580078
389,2.350623326727114,16,0.0013463497161865234
390,2.3508986709004143,16,0.001110076904296875
391,2.3511731704691745,17,0.0014486312866210938
392,2.3514468301477844,16,0.0011191368103027344
393,2.351719654709091,16,0.0013263225555419922
394,2.351991648815135,16,0.0011217594146728516
395,2.3522628171208635,16,0.0013484954833984375
396,2.3525331642529195,17,0.0012142658233642578
397,2.3528026947310394,16,0.0014455318450927734
398,2.3530714131453307,16,0.0011470317840576172
399,2.3533393239670732,16,0.001379251480102539
400,2.3536064316706025,16,0.0011510848999023438
401,2.3538727406673914,16,0.0013823509216308594
402,2.3541382553616508,16,0.0012247562408447266
403,2.35440298010755,16,0.0014698505401611328
404,2.3546669192310046,16,0.0011882781982421875
405,2.3549300770020114,16,0.0014495849609375
406,2.3551924576911825,16,0.0013399124145507812
407,2.35545406550916,16,0.0014317035675048828
408,2.355714904646873,16,0.0012123584747314453
409,2.3559749792560263,16,0.0014047622680664062
410,2.356234293456817,16,0.0012099742889404297
411,2.3564928513341687,16,0.001417398452758789
412,2.3567506569657426,17,0.0014581680297851562
413,2.35700771432312,16,0.0014891624450683594
414,2.3572640274613144,16,0.0012400150299072266
415,2.35751960032703,17,0.0015556812286376953
416,2.3577744368273796,17,0.0013153553009033203
417,2.3580285408644377,16,0.0014543533325195312
418,2.35828191633974,16,0.0012402534484863281
419,2.35853456709987,17,0.0015895366668701172
420,2.3587864969203363,17,0.0015330314636230469
421,2.3590377096014206,17,0.001628875732421875
422,2.3592882088858707,16,0.0012481212615966797
423,2.3595379985228178,16,0.0015187263488769531
424,2.359787082225112,17,0.0013241767883300781
425,2.360035463616007,17,0.0016636848449707031
426,2.3602831463417266,16,0.001283884048461914
427,2.3605301340746636,17,0.0019230842590332031
428,2.360776430323309,16,0.0013158321380615234
429,2.361022038722337,17,0.0016682147979736328
430,2.3612669627541907,17,0.0013689994812011719
431,2.361511205941726,17,0.0016663074493408203
432,2.3617547717487857,16,0.00212860107421875
433,2.3619976636893734,17,0.0023539066314697266
434,2.3622398851338393,17,0.0016429424285888672
435,2.362481439507115,17,0.002234935760498047
436,2.3627223301895404,17,0.001802206039428711
437,2.362962560517481,16,0.0021750926971435547
438,2.3632021338772127,17,0.001806020736694336
439,2.3634410535153156,17,0.0035355091094970703
440,2.363679322734515,17,0.0019466876983642578
441,2.363916944790489,17,0.002704143524169922
442,2.364153922921881,17,0.0015437602996826172
443,2.364390260333915,17,0.0017206668853759766
444,2.3646259602170705,17,0.002658843994140625
445,2.3648610257353635,17,0.0018200874328613281
446,2.3650954600282237,17,0.0014483928680419922
447,2.3653292662135037,17,0.0017485618591308594
448,2.365562447389804,17,0.001527547836303711
449,2.3657950066336055,17,0.0017635822296142578
450,2.366026946992185,17,0.002234935760498047
451,2.366258271498152,17,0.0020380020141601562
452,2.3664889831618177,17,0.0015797615051269531
453,2.3667190849695796,17,0.0017747879028320312
454,2.3669485798839376,17,0.0015137195587158203
455,2.3671774708602555,17,0.0018410682678222656
456,2.3674057608120114,17,0.0015139579772949219
457,2.367633452649499,17,0.0018515586853027344
458,2.3678605492586544,17,0.0015399456024169922
459,2.3680870534987717,17,0.0018680095672607422
460,2.368312968211333,17,0.0017712116241455078
461,2.3685382962270602,17,0.0022139549255371094
462,2.3687630403417685,17,0.0015599727630615234
463,2.3689872033445134,17,0.0018939971923828125
464,2.3692107880047972,17,0.0015938282012939453
465,2.369433797058302,17,0.0019049644470214844
466,2.3696562332441973,17,0.0015652179718017578
467,2.3698780992609265,17,0.0018963813781738281
468,2.370099397803386,17,0.0016720294952392578
469,2.370320131540909,17,0.0019271373748779297
470,2.3705403031284504,17,0.0016827583312988281
471,2.3707599151993346,17,0.0019445419311523438
472,2.370978970371988,17,0.0016150474548339844
473,2.3711974712456856,17,0.0020406246185302734
474,2.371415420396959,17,0.0017518997192382812
475,2.3716328204014223,17,0.002034902572631836
476,2.371849673797686,17,0.0016388893127441406
477,2.3720659831154824,17,0.002076387405395508
478,2.3722817508667995,17,0.0016856193542480469
479,2.372496979554798,17,0.002324819564819336
480,2.372711671645807,17,0.0016510486602783203
481,2.372925829619893,17,0.0020492076873779297
482,2.3731394559062124,17,0.0016546249389648438
483,2.3733525529419013,17,0.0020837783813476562
484,2.373565123143615,17,0.0016677379608154297
485,2.373777168904648,17,0.0022950172424316406
486,2.3739886926069325,17,0.0017015933990478516
487,2.374199696618171,17,0.00211334228515625
488,2.3744101832904785,17,0.001695871353149414
489,2.3746201549562964,17,0.0021355152130126953
490,2.3748296139316607,17,0.002041339874267578
491,2.375038562531106,17,0.002215147018432617
492,2.375247003039948,17,0.001775503158569336
493,2.375454937727686,17,0.0021514892578125
494,2.3756623688597953,17,0.0020296573638916016
495,2.3758692986827734,17,0.0023279190063476562
496,2.376075729419356,17,0.0018620491027832031
497,2.3762816632929327,17,0.0022661685943603516
498,2.3764871025049956,17,0.0017673969268798828
499,2.3766920492410675,17,0.002245664596557617
500,2.376896505673269,17,0.0019295215606689453
501,2.377100473963685,17,0.0032868385314941406
502,2.377303956255476,17,0.0026073455810546875
503,2.377506954687867,17,0.002792835235595703
504,2.377709471373487,17,0.002452850341796875
505,2.377911508420789,17,0.0033905506134033203
506,2.3781130679132683,17,0.0025424957275390625
507,2.378314151937157,17,0.0040493011474609375
508,2.3785147625588987,17,0.0028076171875
509,2.378714901825651,17,0.003473520278930664
510,2.378914571785876,17,0.0019164085388183594
511,2.379113774451443,17,0.002393960952758789
512,2.3793125118494665,17,0.0020377635955810547
513,2.3795107859709708,17,0.00463414192199707
514,2.379708598813707,17,0.001965761184692383
515,2.3799059523460526,17,0.002439260482788086
516,2.3801028485383275,17,0.002019643783569336
517,2.380299289339261,17,0.002596139907836914
518,2.3804952766874727,17,0.0020072460174560547
519,2.3806908125179396,17,0.003169536590576172
520,2.3808858987369526,17,0.0021445751190185547
521,2.381080537251367,17,0.002477407455444336
522,2.381274729952424,17,0.0021276473999023438
523,2.381468478727863,17,0.0026721954345703125
524,2.3816617854344244,17,0.0024716854095458984
525,2.3818546519436072,17,0.002512216567993164
526,2.3820470800892877,17,0.0023818016052246094
527,2.3822390717141495,17,0.0024857521057128906
528,2.382430628643351,17,0.002124786376953125
529,2.382621752682585,17,0.0025615692138671875
530,2.3828124456358406,17,0.002390146255493164
531,2.3830027092999218,17,0.0025272369384765625
532,2.3831925454480563,17,0.002233743667602539
533,2.383381955849809,17,0.0024890899658203125
534,2.3835709422694755,17,0.002198934555053711
535,2.3837595064509784,17,0.003236055374145508
536,2.3839476501345014,17,0.004166841506958008
537,2.3841353750431056,17,0.002660989761352539
538,2.384322682894952,17,0.0021572113037109375
539,2.384509575400089,17,0.0025949478149414062
540,2.384696054258122,17,0.002286672592163086
541,2.384882121144349,17,0.002570629119873047
542,2.385067777744376,17,0.0022859573364257812
543,2.3852530257173497,17,0.003435373306274414
544,2.3854378667310727,17,0.0023202896118164062
545,2.385622302424083,17,0.0026955604553222656
546,2.385806334434907,17,0.0023283958435058594
547,2.385989964393312,17,0.003225564956665039
548,2.386173193911497,17,0.002360820770263672
549,2.3863560246063633,17,0.0028820037841796875
550,2.386538458077801,17,0.002398252487182617
551,2.3867204959069532,17,0.003128528594970703
552,2.386902139679198,17,0.004006862640380859
553,2.387083390966229,17,0.004796028137207031
554,2.3872642513284315,17,0.005031585693359375
555,2.38744472232446,17,0.00566864013671875
556,2.3876248054939166,17,0.0058269500732421875
557,2.387804502372521,17,0.004349946975708008
558,2.387983814488857,17,0.004271268844604492
559,2.3881627433629733,17,0.005471944808959961
560,2.3883412905001746,17,0.0047757625579833984
561,2.388519457397245,17,0.00455474853515625
562,2.388697245553872,17,0.004415988922119141
563,2.388874656451159,17,0.0045206546783447266
564,2.389051691561561,17,0.004644632339477539
565,2.389228352352003,17,0.004479408264160156
566,2.389404640288684,17,0.004606723785400391
567,2.3895805568142867,17,0.004482746124267578
568,2.389756103364191,17,0.0047380924224853516
569,2.3899312813880798,17,0.004659414291381836
570,2.390106092301134,17,0.0044879913330078125
571,2.390280537522583,17,0.004750490188598633
572,2.390454618457383,17,0.0046308040618896484
573,2.3906283365216403,17,0.0046236515045166016
574,2.390801693092679,17,0.0047495365142822266
575,2.3909746895658976,17,0.005537986755371094
576,2.3911473273182016,17,0.005121469497680664
577,2.39131960771581,17,0.004698276519775391
578,2.391491532130411,17,0.004787921905517578
579,2.391663101912018,17,0.0048673152923583984
580,2.3918343184052686,17,0.004784107208251953
581,2.39200518296371,17,0.004903316497802734
582,2.3921756969074375,17,0.005165815353393555
583,2.3923458615625903,17,0.0047283172607421875
584,2.3925156782582597,17,0.00389862060546875
585,2.3926851483008447,17,0.005120515823364258
586,2.392854272984568,17,0.0051844120025634766
587,2.3930230536194355,17,0.005642414093017578
588,2.393191491495709,17,0.0052165985107421875
589,2.393359587886022,17,0.0035524368286132812
590,2.393527344072182,17,0.002949237823486328
591,2.393694761321295,17,0.003339052200317383
592,2.393861840902258,17,0.0030243396759033203
593,2.394028584060013,17,0.0034945011138916016
594,2.3941949920641936,18,0.003645658493041992
595,2.394361066109544,17,0.0034432411193847656
596,2.3945268074800214,17,0.002994537353515625
597,2.3946922173834952,17,0.003861665725708008
598,2.394857297039205,17,0.0035734176635742188
599,2.395022047674173,17,0.0035576820373535156
600,2.395186470486235,17,0.0034432411193847656
601,2.3953505666883084,17,0.003574848175048828
602,2.3955143374646055,17,0.0032198429107666016
603,2.3956777840094747,17,0.0036237239837646484
604,2.3958409075127935,17,0.004370212554931641
605,2.3960037091351416,17,0.004131317138671875
606,2.396166190066123,17,0.0048732757568359375
607,2.3963283514546387,17,0.006514310836791992
608,2.3964901944712667,17,0.0058972835540771484
609,2.3966517202571955,17,0.0064160823822021484
610,2.396812929966155,17,0.0053517818450927734
611,2.396973824738019,17,0.006657123565673828
612,2.3971344057070945,17,0.0060160160064697266
613,2.3972946739920498,17,0.006784915924072266
614,2.397454630747923,18,0.006148338317871094
615,2.397614277024682,17,0.00548863410949707
616,2.3977736140031243,17,0.0057332515716552734
617,2.39793264275055,17,0.006671428680419922
618,2.39809136437095,17,0.006067991256713867
619,2.398249779968162,17,0.008317232131958008
620,2.3984078906232846,17,0.006890773773193359
621,2.3985656974168386,17,0.008385181427001953
622,2.3987232014335147,17,0.006140708923339844
623,2.3988804037501157,18,0.00775909423828125
624,2.3990373053864245,17,0.005703926086425781
625,2.3991939074717408,18,0.009468317031860352
626,2.3993502109887848,17,0.0066454410552978516
