N,ratio
4050,2.117065213565744
4060,2.0852873197384074
4070,2.098200622658435
4080,2.011927990492015
4090,1.9909794311597568
4100,2.122021389987896
4110,2.2178369136576874
4120,2.2329039219082456
4130,2.2919385518492392
4140,2.313306457281291
4150,2.2462610953701287
4160,2.4530710045821955
4170,2.2962328661825024
4180,2.287707177885123
4190,2.2346937525082793
4200,2.280686754570433
4210,2.3268217591769487
4220,2.272222423703919
4230,2.2825726647955977
4240,2.2729432421886724
4250,2.2265484607017876
4260,2.240914913773468
4270,2.2478790848000467
4280,2.278657004930793
4290,2.261765076824723
4300,2.2841141134613014
4310,2.2369058758607454
4320,2.273955828689937
4330,2.3090276934245444
4340,1.8624670234459961
4350,2.2220153861825773
4360,2.2371763493143493
4370,2.1402443712173227
4380,2.283792439856838
4390,2.3457415475619987
4400,2.269837642254616
4410,2.128633262791783
4420,2.2465530020218756
4430,2.274581952375069
4440,2.227494178875088
4450,2.252103142048348
4460,2.2400926921902182
4470,2.2472794786697454
4480,2.2836293650918513
4490,2.2225269891623185
4500,2.230388142862818
4510,2.2320925286169326
4520,2.2852777313391055
4530,2.130679376537262
4540,2.2636140358973176
4550,2.4182507518623915
4560,2.2499890483586933
4570,2.214005110562445
4580,2.2611006369426754
4590,2.0727767090897316
4600,2.6467603645001287
4610,2.3049631594735462
4620,2.2469039960225468
4630,2.206478180393798
4640,2.266871394141238
4650,2.1467563500786917
4660,2.4198533699394815
4670,2.1981279214608214
4680,2.2223025409829384
4690,2.252500429525271
4700,2.2934315948424433
4710,2.213548956054654
4720,2.2245912695488275
4730,2.3885927267867486
4740,2.0119194487826553
4750,2.1866829895616577
4760,2.204540897038836
4770,2.200208119664525
4780,2.125719923562221
4790,2.0684242851152006
4800,2.3103904511342113
4810,2.2749966739245417
4820,2.245517548356665
4830,2.2757214564593484
4840,2.2297877259080416
4850,2.361821351804773
4860,2.3414903371880285
4870,2.289521623936057
4880,2.332637054286004
4890,2.312448677426468
4900,2.302024166119378
4910,2.289491411949875
4920,2.328359303274508
4930,2.3413651415047307
4940,2.361356357819412
4950,2.3022609417982163
4960,2.35524119145945
4970,2.3090643597992746
4980,2.1702791285779224
4990,2.3291351037659784
5000,2.3529565875923613
5010,2.388059362287221
5020,2.291102050003115
5030,2.279262681900892
5040,2.3589670195220953
5050,2.29635058310256
5060,2.3580018957002986
5070,2.2934926787679313
5080,2.3576356129698173
5090,2.2631851188305614
5100,2.3267572248702972
5110,2.384701335871356
5120,2.343190607392908
5130,2.307652990731231
5140,2.3574020681259316
5150,2.2785336768138555
5160,2.3466830074166958
5170,2.3453432837813226
5180,2.1119029181325075
5190,2.2864762946733626
5200,2.3410019129855533
5210,2.3586770987670365
5220,2.3485329806669757
5230,2.3588919993543476
5240,2.3914403610672634
5250,2.2961064961311655
5260,2.3350323617801636
5270,2.352975744265679
5280,2.343592797138849
5290,2.2799368254706707
5300,2.4240581446608416
5310,2.3181616106606797
5320,2.4233936673157843
5330,2.5871740557477065
5340,2.4034013011477
5350,2.3490719491415426
5360,2.322796151954344
5370,2.3862779842644333
5380,2.3481104266484145
5390,2.3063443281758333
5400,2.4799158933374597
5410,2.419227780436417
5420,2.297056033081425
5430,2.328858277327819
5440,2.3794295295653924
5450,2.330585395219931
5460,2.410885554993841
5470,2.4586560051322
5480,2.8912281246121383
5490,2.6349880970349835
5500,2.702222080694054
5510,2.6624086705717414
5520,2.4361154444830273
5530,2.347797413669512
5540,2.4005822737712528
5550,2.3407814809860437
5560,2.4052038256125874
5570,2.329515358535994
5580,2.359138300272878
5590,2.409147046881928
5600,2.393607474505007
5610,2.3116518308904292
5620,2.369651873283477
5630,2.341142613201437
5640,2.324208799239815
5650,2.3304609821250493
5660,2.3842610475816293
5670,2.390747942406786
5680,2.3247286441679735
5690,2.3384240905865092
5700,2.3835726623021523
5710,2.3709817288449964
5720,2.3443135908113084
5730,2.341199695485437
5740,2.3621765232931975
5750,2.3374235908492595
5760,2.369474305723617
5770,2.26864325436124
5780,2.2545621854477327
5790,2.20517233035692
5800,2.3646574687947934
5810,2.2935054368940913
5820,2.364620796044867
5830,2.2966983739392943
5840,2.31354773076664
5850,2.400802933040872
5860,2.3330904461522897
5870,2.328904909080452
5880,2.367273783631923
5890,2.312777179539663
5900,2.402704622569505
5910,2.3154701568736655
5920,2.2621773025597407
5930,2.327749638978924
5940,2.3138659750910104
5950,2.297476026979879
5960,2.307809652613921
5970,2.310027369634111
5980,2.3444878183752698
5990,2.3015747145909886
6000,2.362231310979649
6010,2.35843325619478
6020,2.3023649645415283
6030,2.324171346029227
6040,2.253233754076269
6050,2.3549902574320307
6060,2.3649048218597635
6070,2.3035440557269533
6080,2.3588258872355143
6090,2.27988361375421
6100,2.384964821893524
6110,2.328765221254912
6120,2.3459763238917946
6130,2.3380243300625465
6140,2.2950714057762887
6150,2.3452409204788474
6160,2.3420943946810744
6170,2.360122072526238
6180,2.4860580312988683
6190,2.2900660510012054
6200,2.3279025428809725
6210,2.331512070239726
6220,2.341108681129543
6230,2.339507527629514
6240,2.3173288385170507
6250,2.3487323481655213
6260,2.282652381219643
6270,2.2482708240511906
6280,2.1683553335064056
6290,2.3101040042913983
6300,2.298166606685004
6310,2.372514503924215
6320,2.437885265508669
6330,2.3044479704525593
6340,2.4069504845475147
6350,2.3014654352700967
6360,2.3959008975396583
6370,2.341124081730609
6380,2.4171577564318136
6390,2.373788936479414
6400,2.3276615055496337
6410,2.3223191836821426
6420,2.3604992152904662
6430,2.328611858182114
6440,2.3393456239559867
6450,2.316705511026823
6460,2.3282167870721158
6470,2.370935877502078
6480,2.3221692564474794
6490,2.1913661210949313
6500,2.176552700112794
6510,2.288785603862563
6520,2.366200950265816
6530,2.2959425627904633
6540,2.3409930343222967
6550,2.3100573457819236
6560,2.3585814321905865
6570,2.3107697184928946
6580,2.322527344440969
6590,2.2741577771607577
6600,2.332720004483216
6610,2.3004086768797403
6620,2.384846459015798
6630,2.3867830662576077
6640,2.371069128737793
6650,2.374710387906382
6660,2.3251363534452554
6670,2.260078277677968
6680,2.3841350514978767
6690,2.2464824138987116
6700,2.270469767115193
6710,1.7147000479548045
6720,2.042074136275252
6730,2.533730665940614
6740,2.4099472316210564
6750,2.5430137128639347
6760,2.6119267216676216
6770,2.5934371635269935
6780,2.617332672200619
6790,2.515105109441035
6800,2.504750267634278
6810,2.502917304325009
6820,2.5449697241166462
6830,3.2076531284139094
6840,3.054810561928299
6850,3.351656112215786
6860,3.6628416321559207
6870,3.708455595249789
6880,3.5019712162096175
6890,3.667268363318985
6900,3.4299079038043025
6910,3.506755650420358
6920,3.487540327152814
6930,3.510402478617893
6940,3.4717115700915535
6950,3.6604316236188974
6960,3.5254805842254546
6970,3.3970315095281345
6980,3.6880312620733893
6990,3.7320660206295124
7000,3.655198514448248
7010,3.657575487663668
7020,3.679394849159811
7030,3.5554747577489674
7040,3.690375573822343
7050,3.651709202776822
7060,3.6593818896592025
7070,3.6838361717190833
7080,3.6043770879658106
7090,3.6880270962667434
7100,3.557107101677702
7110,3.674591061987534
7120,3.6676882439180023
7130,3.5136477944739744
7140,2.863645195411054
7150,2.619473103133209
7160,2.817016696240414
7170,2.7178632904480136
7180,2.7973351877317505
7190,3.541292363420673
7200,3.174872882277988
7210,2.691308169586624
7220,2.7261389142050003
7230,2.8927820168810108
7240,2.8291397547817465
7250,2.8373079686263853
7260,3.6387637502067163
7270,3.474364857061106
7280,3.233854684927971
7290,3.2684477073235256
7300,3.718527344295139
7310,3.6276469658100496
7320,3.668958222659795
7330,3.86371120848667
7340,3.909972182815995
7350,3.7315381963214733
7360,3.6829697694342713
7370,3.9224979460751364
7380,3.9029890750022185
7390,2.768922876369011
7400,2.6949405850666475
7410,2.6734642472069923
7420,2.5694613541146425
7430,3.4985916037118767
7440,3.1593706105366013
7450,2.5811186952240184
7460,2.4819229793222592
7470,2.4417705022062637
7480,2.4554569376476785
7490,2.346521471096308
7500,2.3533171231536367
7510,2.444328084222199
7520,2.446637959559525
7530,2.4400604422721166
7540,2.451720104348849
7550,2.499556500734999
7560,2.6921088000354345
7570,2.6851302524605356
7580,2.5296237134153436
7590,2.36298567575646
7600,2.2962885726672555
7610,2.3140653723219264
7620,2.3644792610990244
7630,2.343195226141942
7640,2.339378572588156
7650,2.344917842636317
7660,2.418789544525556
7670,2.44188466039969
7680,2.3704989038718614
7690,2.4134860089377197
7700,2.453852723369324
7710,2.4212535410115
7720,2.377140444854316
7730,2.4152170401093223
7740,2.4544869685106487
7750,2.401510600797943
7760,2.4269895952649527
7770,2.2964245280535005
7780,2.438020991573338
7790,2.4639997609811375
7800,2.4346492660465135
7810,2.4477708981555315
7820,2.4279372161939854
7830,2.409006006092341
7840,2.4214280775990784
7850,2.434912133747796
7860,2.315377091322267
7870,2.3881400543354725
7880,2.4145203840365923
7890,2.3739395991656522
7900,2.436694031409481
7910,2.4361728807891656
7920,2.422829564304817
7930,2.412224457605504
7940,2.3609683701149202
7950,2.377759121538793
7960,2.3859672749869585
7970,2.4826544922560396
7980,2.4251971811932793
7990,2.4556831041608853
8000,2.544568859348217
8010,2.4168398585907136
8020,2.456688195907519
8030,2.4435886117204664
8040,2.408936246197294
8050,2.4282381596390428
8060,2.4899658158961153
8070,2.458967361072913
8080,2.38404547900633
8090,2.440257086127424
8100,2.4307075667101956
8110,2.4130421950475665
8120,2.4953862118965318
8130,2.431204274517915
8140,2.4902468998621234
8150,2.4580792581170563
8160,2.5229396546517604
8170,2.499900248266485
8180,2.867908350147239
8190,3.080428513253149
8200,2.479697133696738
8210,2.449131041931025
8220,2.534818307782437
8230,2.4596175439147014
8240,2.459120166197775
8250,2.206767910898019
8260,2.303091630416719
8270,2.2193057699387158
8280,2.397587811373061
8290,2.3319600356218486
8300,2.3515974080474233
8310,2.297416108398222
8320,2.31022230252649
8330,2.3606826533599583
8340,3.476603944266913
8350,2.4215620798787674
8360,2.4477595943803294
8370,2.4922032151763767
8380,2.4523900620766614
8390,2.3084331838766294
8400,2.4508480199387845
8410,2.475333274864059
8420,2.7158713596964255
8430,2.806453247734223
8440,3.0130478506904876
8450,2.5098315513970397
8460,2.5017503271264108
8470,2.4513513394894844
8480,2.4806401760628085
8490,2.4302533493299205
8500,2.3353778980558966
8510,2.3998373770848356
8520,2.477745979101375
8530,2.4410666326676513
8540,2.4761038459472293
8550,2.3673221232335857
8560,2.483859052646813
8570,2.6578872557708304
8580,2.2731539938615524
8590,2.4415176025065697
8600,2.9421692937297688
8610,2.71515391682639
8620,2.816707632020754
8630,2.6549982588731846
8640,2.4577234809210244
8650,2.4578341448216223
8660,2.4731345795808615
8670,2.481435692104568
8680,2.4558087561975066
8690,2.471968376160997
8700,2.5958149248171156
8710,2.4626444584748635
8720,2.4335551527203747
8730,2.484412044330729
8740,2.531452640855229
8750,2.479578217902114
8760,2.4889006369379234
8770,2.492286372900299
8780,2.470499652612669
8790,2.507595024088785
8800,2.513795379627605
8810,2.496742211847598
8820,2.450016102443216
8830,2.476437856082691
8840,2.497885215743023
8850,2.487127153324313
8860,2.528795720859544
8870,2.5001449050592566
8880,2.495588570443455
8890,2.5080470930462386
8900,2.4772557693332624
8910,2.474895620902839
8920,2.3941105600747945
8930,2.468173263164133
8940,2.52243003696989
8950,2.4450817292742646
8960,2.4933832206489885
8970,2.454405654567876
8980,2.4865487222690255
8990,2.4616628165456227
9000,2.5047529430381537
9010,2.625248676322898
9020,2.6895046333711803
9030,2.4846759555774267
9040,2.222759174654901
9050,2.4304581296590633
9060,2.501673133966127
9070,2.4914324819999334
9080,2.471174896251721
9090,2.4932799956038343
9100,2.4514246143124523
9110,2.479202608166106
9120,2.4536070305424675
9130,2.5028854105483793
9140,2.45398753661822
9150,2.4149447350206574
9160,2.43900828812322
9170,2.455846473620756
9180,2.459446452578112
9190,2.46715326990147
9200,2.482985457372873
9210,2.351288162802519
9220,2.4541046408385725
9230,2.431854542116217
9240,2.4420729547400857
9250,2.441758007277301
9260,2.4492992620302516
9270,2.459732137873429
9280,2.418414331186436
9290,2.4168475716514157
9300,2.2519240924377564
9310,2.3407381834059175
9320,2.247540989471898
9330,2.357862880318036
9340,2.3647238817038643
9350,2.3293279885195943
9360,2.397337334294561
9370,2.358596106024378
9380,2.4074157359848782
9390,2.3458465601826872
9400,2.33851268917736
9410,2.3471158260594147
9420,2.3568292037093816
9430,2.3615491175978587
9440,2.312222725738061
9450,2.3537945896055037
9460,2.3368923693567103
9470,2.363444022376559
9480,2.3214648650490295
9490,2.3540757372836927
9500,2.3019412763400484
9510,2.3389723847361417
9520,2.339195615127524
9530,2.524827178796231
9540,3.492707040024654
9550,3.24828636361209
9560,2.955439419827696
9570,2.983147765776347
9580,2.974290722714922
9590,2.5594896017860727
9600,2.62043627024756
9610,2.56888557513608
9620,2.5487749694559385
9630,2.34219139027746
9640,2.717236199869296
9650,2.450196343106655
9660,2.8687550282816083
9670,2.9441947331288496
9680,3.015003893476068
9690,2.617914483546148
9700,2.4720651229815624
9710,2.4998429091980556
9720,2.430258048191976
9730,2.385717743923086
9740,2.33531413541615
9750,2.357111261897339
9760,2.3750731538478003
9770,2.4177667799427187
9780,2.4212196889587596
9790,2.49224650896691
9800,2.4585027806965836
9810,2.471957752954416
9820,2.4072295444993004
9830,2.370697043998563
9840,2.3178460755479744
9850,2.3621882214708503
9860,2.4245611838860737
9870,2.449640467316861
9880,2.459360221226576
9890,2.441557377297195
9900,2.470411671891343
9910,2.4384427165707976
9920,2.4692014829164566
9930,2.4727663122193055
9940,2.3840759572922288
9950,2.5327646312776313
9960,2.587424056420675
9970,2.4843833606555608
9980,2.3866142874212724
9990,2.40974637899637
10000,2.4071787140228618
10010,2.4314990306966773
10020,2.4468453182879717
10030,2.539914347225768
10040,2.3809496255294484
10050,2.4999782857378543
10060,2.4719510933648343
10070,2.6693152820728474
10080,2.5191428589084026
10090,2.569738431422537
10100,2.674717809633279
10110,2.541218422762171
10120,2.555684432924094
10130,2.749239133498333
10140,2.749471371622619
10150,2.613862870005958
10160,2.5584748083242057
10170,2.6968688456689605
10180,2.483156416181047
10190,2.6303263851867817
10200,2.472197349908852
10210,2.453831189005575
10220,2.635862941054575
10230,2.965594692615038
10240,2.523360144704522
10250,2.5147849283369985
10260,2.596206119569958
10270,2.478619941208362
10280,2.4165309058614155
10290,2.431274169604009
10300,2.469878604590358
10310,2.4493696723618794
10320,2.5022389357731454
10330,2.4856096345773584
10340,2.5190991917940755
10350,2.4790484419100283
10360,2.417101224398118
10370,2.4792406662291437
10380,2.2153625413282043
10390,2.3694650166323705
10400,2.3944284239326716
10410,2.4526288464316672
10420,2.4491144798513917
10430,2.452524072242576
10440,2.4009512274093376
10450,2.419397280471569
10460,2.507027392037851
10470,2.6040417060544527
10480,2.4188759406376215
10490,2.4338563317477027
10500,2.4085512994879017
10510,2.423242168871504
10520,2.424183343921201
10530,2.433092801777313
10540,2.4602969874563483
10550,2.539948226403917
10560,2.392949861052993
10570,2.456421983030751
10580,2.4384558606500737
10590,2.436457620422283
10600,2.4479419864554397
10610,2.433913822805383
10620,2.445976323207884
10630,2.410299948498972
10640,2.4479258009241756
10650,2.4641017333479254
10660,2.4535533569401706
10670,2.4187024966779256
10680,2.4533663471633753
10690,2.391768322104173
10700,2.4433624639982
10710,2.31934882768423
10720,2.455684647977675
10730,2.1529865527494714
10740,2.4327699139131895
10750,3.4712060913449374
10760,3.009020758725782
10770,2.595743683439187
10780,3.553186586092939
10790,3.044013588742369
10800,2.7520963383956025
10810,3.5848412772110154
10820,2.616940825751812
10830,2.368575195629351
10840,2.9247868970097
10850,3.543442504935539
10860,3.255559746176492
10870,2.8197538967209366
10880,3.2316192527708365
10890,3.777056426925564
10900,3.599575002680746
10910,3.7050014410758587
10920,3.5868627710429672
10930,3.7619976779880497
10940,3.826095347456082
10950,3.788834056216062
10960,3.3707380226802868
10970,3.6803857734718384
10980,2.7916421633887487
10990,2.8116104336296464
11000,2.657266063656567
11010,3.042462531006768
11020,3.297074527273541
11030,3.001289129493089
11040,3.6464979344137056
11050,3.727937804132296
11060,3.7253398075328676
11070,2.764797615733513
11080,2.5653194305699434
11090,3.3451822427094635
11100,3.7596608546854067
11110,2.768980659650753
11120,2.7558039950415294
11130,2.762099730120501
11140,3.4922094061675124
11150,3.7958287128728854
11160,3.0291476478770414
11170,3.227151392042777
11180,3.407913157549365
11190,3.2693245446999657
11200,2.6910403104644636
11210,3.219961996140387
11220,2.7116518149522695
11230,2.6294724425838982
11240,2.585415483698573
11250,2.7222204681439903
11260,2.547109399661047
11270,2.8153381358323335
11280,2.431768075012906
11290,2.4875743215923305
11300,2.4613795913397367
11310,2.440036103095945
11320,2.455614276752392
11330,2.440337201673432
11340,2.49444653855092
11350,2.5393521124055205
11360,2.620668227244908
11370,2.766544295734219
11380,2.637955353345737
11390,2.677626423267977
11400,2.240013851869985
11410,2.436219697306981
11420,2.420764096440167
11430,2.427674801741903
11440,2.359168639002285
11450,2.4472207701291557
11460,2.4530635818745576
11470,2.414178349123322
11480,2.4442496274243024
11490,2.3024118536161184
11500,2.4708816471669723
11510,2.6170531222750104
11520,2.4493257766012806
11530,2.4540123351111034
11540,2.442725152434759
11550,2.443412179952036
11560,2.35419796415426
11570,2.4557723528310844
11580,2.442616998227244
11590,2.456882418618074
11600,2.4292309855402787
11610,2.4342477516795564
11620,2.424551896931766
11630,2.4238133441834067
11640,2.4424229753039377
11650,2.4840275970907655
11660,2.421442062896454
11670,2.376345364079007
11680,2.4746756391014535
11690,2.5144765765149653
11700,2.500786525457706
11710,2.4593867099376303
11720,2.4517969527545227
11730,2.4329420985206176
11740,2.4314536679501666
11750,2.4173159594039393
11760,2.4601245636819185
11770,2.420202065948158
11780,2.404703341564019
11790,2.4390418244585956
11800,2.461264206731567
11810,2.476965394195321
11820,2.41819670268585
11830,2.4182466263444695
11840,2.4677251438616175
11850,2.441406069986833
11860,2.696745831226089
11870,2.4933686179169894
11880,2.3701160662442686
11890,2.4409705732421085
11900,2.6158458665093876
11910,2.8341614525608674
11920,2.4263460422238365
11930,2.6899964076504657
11940,2.562411536902342
11950,2.6474104409482524
11960,2.4978266269466207
11970,2.4687081879862935
11980,2.501561474740023
11990,2.2608368391407567
12000,2.516014495107302
12010,2.558836145576875
12020,2.4115363884961325
12030,2.477178850771175
12040,2.462188152572384
12050,2.3620790708774164
12060,2.4288236102586565
12070,2.5085636164147975
12080,2.4792586458598773
12090,2.440939067613187
12100,2.5110276610526174
12110,2.607183111874267
12120,2.5738592211230955
