N,Norme,durree
1580,2.482370999504716,0.0739755630493164
1590,2.482889191374136,0.05716204643249512
1600,2.4834035439449584,0.05957984924316406
1610,2.4839141095993575,0.07826590538024902
1620,2.4844209396834436,0.06810164451599121
1630,2.484924084534045,0.07211470603942871
1640,2.485423593504608,0.0618748664855957
1650,2.4859195149902638,0.07193160057067871
1660,2.4864118964521666,0.06684494018554688
1670,2.486900784441027,0.061321258544921875
1680,2.4873862246198994,0.07198119163513184
1690,2.487868261786333,0.06745362281799316
1700,2.4883469398937783,0.06486892700195312
1710,2.488822302072351,0.07282233238220215
1720,2.4892943906490164,0.07114815711975098
1730,2.4897632471671027,0.06459975242614746
1740,2.4902289124052492,0.09101152420043945
1750,2.490691426395829,0.09072613716125488
1760,2.4911508284427644,0.08498167991638184
1770,2.491607157138856,0.061491966247558594
1780,2.4920604503825987,0.0649104118347168
1790,2.492510745394503,0.0633704662322998
1800,2.4929580787329275,0.07153558731079102
1810,2.493402486309515,0.06805658340454102
1820,2.4938440034040905,0.06951117515563965
1830,2.494282664679234,0.07534360885620117
1840,2.494718504194373,0.07480072975158691
1850,2.4951515554194947,0.0684669017791748
1860,2.4955818512485015,0.0740041732788086
1870,2.496009424012146,0.07591772079467773
1880,2.4964343054906384,0.0691535472869873
1890,2.4968565269259466,0.07304739952087402
1900,2.497276119033628,0.07922124862670898
1910,2.4976931120145,0.07168173789978027
1920,2.4981075355658846,0.07221674919128418
1930,2.49851941889257,0.06827783584594727
1940,2.4989287907175344,0.06531429290771484
1950,2.4993356792922827,0.07096242904663086
1960,2.499740112407033,0.07165145874023438
1970,2.500142117400461,0.06862616539001465
1980,2.5005417211694296,0.07369518280029297
1990,2.500938950178197,0.07671594619750977
2000,2.501333830467604,0.07054829597473145
2010,2.501726387663889,0.0802619457244873
2020,2.5021166469873206,0.07290792465209961
2030,2.502504633260642,0.07196807861328125
2040,2.5028903709172106,0.08286666870117188
2050,2.5032738840090474,0.07693171501159668
2060,2.5036551962145808,0.07586956024169922
2070,2.504034330846242,0.09024858474731445
2080,2.5044113108578667,0.07668590545654297
2090,2.5047861588519327,0.07902908325195312
2100,2.5051588970865417,0.09282088279724121
2110,2.505529547482337,0.08626365661621094
2120,2.505898131629161,0.07941389083862305
2130,2.5062646707926293,0.09271407127380371
2140,2.5066291859204197,0.08027291297912598
2150,2.506991697648572,0.08404827117919922
2160,2.507352226307503,0.10714173316955566
2170,2.5077107919279764,0.08760261535644531
2180,2.508067414246816,0.08345866203308105
2190,2.5084221127126023,0.09696435928344727
2200,2.5087749064911535,0.09170198440551758
2210,2.5091258144709068,0.08734488487243652
2220,2.5094748552681905,0.09495663642883301
2230,2.5098220472323285,0.0925588607788086
2240,2.5101674084506636,0.09344983100891113
2250,2.510510956753453,0.10111117362976074
2260,2.5108527097186197,0.09516620635986328
2270,2.5111926846765105,0.10239911079406738
2280,2.511530898714332,0.09816551208496094
2290,2.511867368680723,0.09962272644042969
2300,2.512202111190068,0.10433268547058105
2310,2.5125351426267555,0.10091924667358398
2320,2.5128664791493476,0.10123467445373535
2330,2.5131961366946927,0.10823369026184082
2340,2.5135241309818337,0.10690975189208984
2350,2.513850477515968,0.10401439666748047
2360,2.5141751915922113,0.10776805877685547
2370,2.5144982882993707,0.11059141159057617
2380,2.514819782523534,0.10927486419677734
2390,2.5151396889516837,0.10794925689697266
2400,2.5154580220751357,0.11253881454467773
2410,2.5157747961929724,0.10847902297973633
2420,2.516090025415405,0.11540675163269043
2430,2.5164037236670094,0.11466360092163086
2440,2.516715904689918,0.13438725471496582
2450,2.5170265820469746,0.1346149444580078
2460,2.517335769124771,0.1344301700592041
2470,2.51764347913668,0.11684846878051758
2480,2.5179497251257423,0.11975574493408203
2490,2.51825451996758,0.11237597465515137
2500,2.5185578763731815,0.12993168830871582
2510,2.5188598068917045,0.11473631858825684
2520,2.5191603239131064,0.12816166877746582
2530,2.5194594396708316,0.11643576622009277
2540,2.519757166244421,0.13414406776428223
2550,2.520053515561961,0.12638425827026367
2560,2.5203484994026852,0.13599872589111328
2570,2.5206421293993184,0.12544751167297363
2580,2.520934417040487,0.13672375679016113
2590,2.5212253736730785,0.12457084655761719
2600,2.5215150105044977,0.13582944869995117
2610,2.521803338604947,0.13125109672546387
2620,2.5220903689095957,0.13793206214904785
2630,2.5223761122207486,0.12682366371154785
2640,2.522660579209963,0.1384439468383789
2650,2.5229437804201167,0.13131976127624512
2660,2.5232257262674436,0.14093565940856934
2670,2.523506427043525,0.13228511810302734
2680,2.5237858929172203,0.14435791969299316
2690,2.5240641339366388,0.1365664005279541
2700,2.5243411600309735,0.14274358749389648
2710,2.5246169810123327,0.1391768455505371
2720,2.524891606577605,0.14296245574951172
2730,2.52516504631015,0.14122772216796875
2740,2.5254373096816467,0.14877557754516602
2750,2.5257084060536696,0.1405191421508789
2760,2.5259783446794932,0.1502068042755127
2770,2.5262471347056357,0.1443767547607422
2780,2.5265147851735117,0.15311241149902344
2790,2.5267813050210233,0.14109420776367188
2800,2.5270467030841033,0.15842461585998535
2810,2.527310988098209,0.14409112930297852
2820,2.527574168699874,0.15828800201416016
2830,2.5278362534281476,0.14632654190063477
2840,2.528097250726013,0.15609002113342285
2850,2.528357168941841,0.14882946014404297
2860,2.5286160163307736,0.1688365936279297
2870,2.5288738010560534,0.15595316886901855
2880,2.529130531190411,0.16475629806518555
2890,2.5293862147173423,0.15628266334533691
2900,2.529640859532429,0.16176247596740723
2910,2.5298944734445854,0.15432286262512207
2920,2.5301470641773176,0.17487812042236328
2930,2.530398639369933,0.15626001358032227
2940,2.5306492065787674,0.16965389251708984
2950,2.5308987732783494,0.1605384349822998
2960,2.531147346862533,0.17241930961608887
2970,2.531394934645709,0.16198110580444336
2980,2.531641543863862,0.17571592330932617
2990,2.531887181675693,0.16158437728881836
3000,2.532131855163702,0.17504620552062988
3010,2.5323755713352476,0.16875863075256348
3020,2.532618337123607,0.1801443099975586
3030,2.53286015938896,0.17386841773986816
3040,2.533101044919449,0.18180465698242188
3050,2.5333410004321313,0.1700599193572998
3060,2.533580032573995,0.18558597564697266
3070,2.5338181479228856,0.17322731018066406
3080,2.534055352988426,0.20001459121704102
3090,2.5342916542130105,0.17469501495361328
3100,2.5345270579726744,0.19053339958190918
3110,2.5347615705779685,0.17839646339416504
3120,2.534995198274893,0.18780803680419922
3130,2.53522794724571,0.19069242477416992
3140,2.5354598236098425,0.19067645072937012
3150,2.535690833424669,0.2022109031677246
3160,2.535920982686394,0.18885588645935059
3170,2.53615027733081,0.19671177864074707
3180,2.53637872323413,0.20719289779663086
3190,2.5366063262137506,0.21783828735351562
3200,2.5368330920290285,0.19853878021240234
3210,2.537059026382054,0.2075197696685791
3220,2.5372841349183903,0.20282888412475586
3230,2.53750842322778,0.20155119895935059
3240,2.5377318968449085,0.20229816436767578
3250,2.5379545612501033,0.21675610542297363
3260,2.538176421870004,0.21068668365478516
3270,2.538397484078314,0.21958041191101074
3280,2.5386177531964034,0.21342706680297852
3290,2.538837234494031,0.2206273078918457
3300,2.5390559331899847,0.21682333946228027
3310,2.539273854452712,0.2217710018157959
3320,2.5394910034009874,0.21842479705810547
3330,2.539707385104504,0.22216558456420898
3340,2.53992300458453,0.22096467018127441
3350,2.5401378668144594,0.22787189483642578
3360,2.540351976720464,0.22466206550598145
3370,2.5405653391820753,0.22702360153198242
3380,2.540777959032714,0.22683095932006836
3390,2.540989841060318,0.23499536514282227
3400,2.541200990007868,0.22986912727355957
3410,2.5414114105739687,0.23503828048706055
3420,2.5416211074133703,0.23516345024108887
3430,2.541830085137515,0.24474692344665527
3440,2.5420383483150553,0.24477052688598633
3450,2.542245901472397,0.23871707916259766
3460,2.5424527490941755,0.23630571365356445
3470,2.54265889562381,0.24028348922729492
3480,2.542864345463952,0.2429203987121582
3490,2.5430691029769994,0.24072933197021484
3500,2.5432731724855877,0.2492992877960205
3510,2.5434765582730456,0.25165271759033203
3520,2.543679264583849,0.25078535079956055
3530,2.5438812956241454,0.24949288368225098
3540,2.5440826555621405,0.25129127502441406
3550,2.5442833485285887,0.25038790702819824
3560,2.5444833786172163,0.25093531608581543
3570,2.544682749885138,0.2561638355255127
3580,2.544881466353344,0.2662692070007324
3590,2.5450795320070663,0.2611653804779053
3600,2.545276950796211,0.2635190486907959
3610,2.545473726635784,0.26572561264038086
3620,2.54566986340628,0.26460719108581543
3630,2.5458653649540812,0.2649855613708496
3640,2.5460602350918666,0.26516032218933105
3650,2.5462544775989757,0.2683417797088623
3660,2.5464480962218197,0.2679250240325928
3670,2.5466410946742135,0.2770826816558838
3680,2.546833476637806,0.27097296714782715
3690,2.5470252457623905,0.2702057361602783
3700,2.5472164056662923,0.2719137668609619
3710,2.5474069599367404,0.2725389003753662
3720,2.54759691213018,0.2768402099609375
3730,2.5477862657726518,0.27965593338012695
3740,2.547975024360107,0.27558398246765137
3750,2.5481631913587757,0.2809913158416748
3760,2.54835077020546,0.27936673164367676
3770,2.548537764307876,0.2794661521911621
3780,2.548724177045007,0.28653454780578613
3790,2.54891001176738,0.28600358963012695
3800,2.5490952717974023,0.3526346683502197
3810,2.549279960429647,0.28972363471984863
3820,2.5494640809311955,0.2877004146575928
3830,2.5496476365419083,0.2882723808288574
3840,2.5498306304747453,0.3035469055175781
3850,2.5500130659160276,0.30964231491088867
3860,2.550194946025754,0.30712223052978516
3870,2.5503762739378937,0.29439544677734375
3880,2.5505570527606336,0.3002018928527832
3890,2.550737285576677,0.29729485511779785
3900,2.5509169754435193,0.2970006465911865
3910,2.5510961253937094,0.30591273307800293
3920,2.5512747384351377,0.3055415153503418
3930,2.5514528175512527,0.3045542240142822
3940,2.5516303657013886,0.31648707389831543
3950,2.5518073858209602,0.3103342056274414
3960,2.5519838808217448,0.3121209144592285
3970,2.552159853592128,0.31150269508361816
3980,2.5523353069973664,0.31084418296813965
3990,2.552510243879778,0.3130185604095459
4000,2.5526846670590526,0.31591796875
4010,2.552858579332435,0.3200259208679199
4020,2.553031983474992,0.3233606815338135
4030,2.5532048822398163,0.3537747859954834
4040,2.553377278358284,0.3948700428009033
4050,2.5535491745402483,0.3298521041870117
4060,2.5537205734742816,0.3280360698699951
4070,2.5538914778279,0.33180832862854004
4080,2.554061890247766,0.33458662033081055
4090,2.5542318133598902,0.33220696449279785
4100,2.5544012497698656,0.3360564708709717
4110,2.5545702020630907,0.33803486824035645
4120,2.5547386728049397,0.3350236415863037
4130,2.554906664540959,0.3470292091369629
4140,2.555074179797115,0.3531055450439453
4150,2.5552412210799664,0.35307979583740234
4160,2.5554077908768322,0.37589097023010254
4170,2.5555738916560387,0.3561081886291504
4180,2.5557395258670663,0.35669445991516113
4190,2.5559046959407627,0.3478271961212158
4200,2.55606940428952,0.35424208641052246
4210,2.556233653307454,0.3744347095489502
4220,2.55639744537061,0.358504056930542
4230,2.5565607828370975,0.3608527183532715
4240,2.5567236680473107,0.3610975742340088
4250,2.5568861033240715,0.35921168327331543
4260,2.5570480909728364,0.3682703971862793
4270,2.5572096332818246,0.36646509170532227
4280,2.5573707325222266,0.3678905963897705
4290,2.5575313909483466,0.3719816207885742
4300,2.557691610797783,0.3757650852203369
4310,2.5578513942915757,0.3778800964355469
4320,2.558010743634365,0.377225399017334
4330,2.558169661014568,0.38523340225219727
4340,2.5583281486045166,0.38258934020996094
4350,2.5584862085606446,0.3796420097351074
4360,2.558643843023593,0.39117932319641113
4370,2.5588010541184056,0.3849639892578125
4380,2.5589578439546266,0.3935728073120117
4390,2.559114214626528,0.4073045253753662
4400,2.5592701682131693,0.39545130729675293
4410,2.5594257067785966,0.3968923091888428
4420,2.559580832371975,0.3931300640106201
4430,2.5597355470277074,0.4038267135620117
4440,2.5598898527656004,0.40256357192993164
4450,2.5600437515909933,0.40382909774780273
4460,2.5601972454948934,0.4021780490875244
4470,2.560350336454096,0.40747928619384766
4480,2.560503026431352,0.41528987884521484
4490,2.5606553173754447,0.4035665988922119
4500,2.560807211221398,0.41496729850769043
4510,2.5609587098905156,0.414839506149292
4520,2.56110981529059,0.4204230308532715
4530,2.5612605293159594,0.41492557525634766
4540,2.561410853847678,0.4210178852081299
4550,2.5615607907536093,0.4633612632751465
4560,2.561710341888581,0.42859721183776855
4570,2.5618595090944645,0.42823219299316406
4580,2.562008294200318,0.4231843948364258
4590,2.562156699022507,0.4349367618560791
4600,2.5623047253648066,0.5273354053497314
4610,2.56245237501851,0.46898698806762695
4620,2.5625996497625723,0.44715452194213867
4630,2.5627465513636825,0.4425225257873535
4640,2.562893081576407,0.4498424530029297
4650,2.563039242143283,0.44423580169677734
4660,2.5631850347949285,0.4679872989654541
4670,2.5633304612501484,0.4472362995147705
4680,2.563475523216053,0.4551718235015869
4690,2.5636202223881366,0.4532358646392822
4700,2.563764560450407,0.4663968086242676
4710,2.5639085390754746,0.46079540252685547
4720,2.5640521599246506,0.47500014305114746
4730,2.5641954246480596,0.49856066703796387
4740,2.5643383348847344,0.48251819610595703
4750,2.5644808922627114,0.48931384086608887
4760,2.564623098399099,0.49538183212280273
4770,2.5647649549002485,0.4899897575378418
4780,2.5649064633617638,0.4962172508239746
4790,2.56504762536865,0.4809684753417969
4800,2.5651884424953932,0.5054254531860352
4810,2.5653289163060258,0.5014572143554688
4820,2.565469048354261,0.48351311683654785
4830,2.56560884018357,0.5098738670349121
4840,2.565748293327232,0.5335159301757812
4850,2.565887409308455,0.5132050514221191
4860,2.5660261896404997,0.5138378143310547
4870,2.5661646358266608,0.5156874656677246
4880,2.5663027493604864,0.5149192810058594
4890,2.5664405317257435,0.5250377655029297
4900,2.56657798439656,0.5139579772949219
4910,2.5667151088375135,0.5250699520111084
4920,2.5668519065036675,0.5224206447601318
4930,2.56698837884071,0.5318739414215088
4940,2.567124527284987,0.52193284034729
4950,2.5672603532636002,0.5365586280822754
4960,2.567395858194492,0.5368280410766602
4970,2.5675310434865115,0.5380027294158936
4980,2.5676659105394797,0.5418143272399902
4990,2.567800460744297,0.5406405925750732
5000,2.5679346954829922,0.5481643676757812
5010,2.5680686161288064,0.5511507987976074
5020,2.5682022240462703,0.5436291694641113
5030,2.5683355205912544,0.5509965419769287
5040,2.568468507111075,0.5442688465118408
5050,2.5686011849445363,0.5569264888763428
5060,2.568733555422023,0.5593147277832031
5070,2.5688656198655613,0.5515739917755127
5080,2.568997379588863,0.5576567649841309
5090,2.5691288358974456,0.544532299041748
5100,2.569259990088655,0.5579385757446289
5110,2.5693908434517487,0.5836358070373535
5120,2.5695213972679634,0.5867931842803955
5130,2.5696516528105824,0.5694334506988525
5140,2.5697816113449967,0.5803313255310059
5150,2.569911274128775,0.5839223861694336
5160,2.570040642411697,0.5916519165039062
5170,2.570169717435866,0.5864593982696533
5180,2.5702985004357455,0.5747907161712646
5190,2.5704269926381977,0.5799820423126221
5200,2.570555195262596,0.5814836025238037
5210,2.570683109520849,0.5841250419616699
5220,2.5708107366174664,0.5749647617340088
5230,2.5709380777496147,0.5888383388519287
5240,2.571065134107199,0.5952601432800293
5250,2.571191906872883,0.5769603252410889
5260,2.571318397222179,0.5966811180114746
5270,2.5714446063235106,0.5956916809082031
5280,2.571570535338221,0.5902464389801025
5290,2.571696185420681,0.5888855457305908
5300,2.571821557718304,0.6135578155517578
5310,2.5719466533716546,0.5967457294464111
5320,2.572071473514426,0.6180286407470703
5330,2.572196019273572,0.6709177494049072
5340,2.5723202917692944,0.6169016361236572
5350,2.5724442921151436,0.608400821685791
5360,2.5725680214180535,0.6091127395629883
5370,2.5726914807783725,0.6354031562805176
5380,2.5728146712899633,0.6134371757507324
5390,2.5729375940402033,0.6106646060943604
5400,2.5730602501100526,0.6495590209960938
5410,2.5731826405741245,0.6375887393951416
5420,2.573304766500716,0.618227481842041
5430,2.5734266289518315,0.6186385154724121
5440,2.5735482289832925,0.6286270618438721
5450,2.573669567644714,0.6451780796051025
5460,2.5737906459796283,0.64581298828125
5470,2.5739114650254566,0.6652052402496338
5480,2.57403202581361,0.7997574806213379
5490,2.57415232936951,0.7117288112640381
5500,2.57427237671263,0.7283468246459961
5510,2.574392168856571,0.7194437980651855
5520,2.5745117068090697,0.6723992824554443
5530,2.5746309915720667,0.6442244052886963
5540,2.5747500241417365,0.658376932144165
5550,2.5748688055085385,0.6508374214172363
5560,2.57498733665726,0.6609828472137451
5570,2.5751056185670635,0.6528196334838867
5580,2.575223652211518,0.6705164909362793
5590,2.5753414385586426,0.6762228012084961
5600,2.5754589785709356,0.6709051132202148
5610,2.575576273205472,0.6633651256561279
5620,2.575693323413865,0.677196741104126
5630,2.57581013014237,0.6825191974639893
5640,2.5759266943318817,0.6869595050811768
5650,2.57604301691801,0.6797451972961426
5660,2.576159098831069,0.6872444152832031
5670,2.5762749409961785,0.7052981853485107
5680,2.576390544333267,0.6817529201507568
5690,2.576505909757098,0.6889705657958984
5700,2.5766210381773327,0.6952157020568848
5710,2.5767359304985673,0.6948835849761963
5720,2.5768505876203474,0.7030720710754395
5730,2.57696501043723,0.7046182155609131
5740,2.5770791998388143,0.7052528858184814
5750,2.5771931567097477,0.7133891582489014
5760,2.577306881929811,0.7166383266448975
5770,2.577420376373926,0.71002197265625
5780,2.577533640912175,0.713240385055542
5790,2.577646676409884,0.7170412540435791
5800,2.5777594837276236,0.7221300601959229
5810,2.577872063721213,0.7178020477294922
5820,2.5779844172418267,0.7279865741729736
5830,2.578096545135977,0.7211833000183105
5840,2.578208448245556,0.7287251949310303
5850,2.5783201274078906,0.7426798343658447
5860,2.5784315834557363,0.7366702556610107
5870,2.578542817217336,0.7337062358856201
5880,2.5786538295164707,0.7382915019989014
5890,2.578764621172426,0.7435221672058105
5900,2.578875193000111,0.7580459117889404
5910,2.578985545809996,0.743405818939209
5920,2.579095680408238,0.750777006149292
5930,2.579205597596652,0.7528669834136963
5940,2.579315298172725,0.7555797100067139
5950,2.579424782929723,0.7595598697662354
5960,2.579534052656637,0.7599709033966064
5970,2.579643108138268,0.7646660804748535
5980,2.579751950155244,0.7838294506072998
5990,2.5798605794840124,0.7708816528320312
6000,2.579968996896948,0.7736191749572754
6010,2.5800772031622934,0.7712192535400391
6020,2.5801851990442453,0.772106409072876
6030,2.5802929853029672,0.7764341831207275
6040,2.5804005626946,0.7833287715911865
6050,2.5805079319713293,0.7921373844146729
6060,2.5806150938813675,0.790412425994873
6070,2.580722049169002,0.7925264835357666
6080,2.5808287985746627,0.7927279472351074
6090,2.5809353428348496,0.786116361618042
6100,2.5810416826822618,0.810868501663208
6110,2.5811478188457495,0.7997512817382812
6120,2.5812537520504075,0.8153114318847656
6130,2.581359483017537,0.8160016536712646
6140,2.5814650124646983,0.8230140209197998
6150,2.581570341105747,0.8293454647064209
6160,2.581675469650861,0.8247494697570801
6170,2.5817803988065298,0.8315591812133789
6180,2.581885129275627,0.8683602809906006
6190,2.5819896617573805,0.8262946605682373
6200,2.5820939969474535,0.83315110206604
6210,2.5821981355379418,0.8476822376251221
6220,2.5823020782173858,0.8363587856292725
6230,2.582405825670816,0.8437535762786865
6240,2.582509378579772,0.8443653583526611
6250,2.582612737622303,0.8535656929016113
6260,2.582715903473037,0.8436107635498047
6270,2.5828188768031617,0.8445713520050049
6280,2.5829216582804513,0.8542964458465576
6290,2.5830242485693216,0.8511719703674316
6300,2.583126648330836,0.8571567535400391
6310,2.583228858222685,0.8843226432800293
6320,2.5833308788992877,0.8966193199157715
6330,2.5834327110117474,0.8663601875305176
6340,2.583534355207913,0.8926849365234375
6350,2.583635812132372,0.877716064453125
6360,2.583737082426504,0.8956575393676758
6370,2.58383816672846,0.8884446620941162
6380,2.5839390656732193,0.9031083583831787
6390,2.5840397798926054,0.894160270690918
6400,2.584140310015286,0.8939409255981445
6410,2.5842406566668203,0.8859293460845947
6420,2.5843408204696448,0.908322811126709
6430,2.5844408020431513,0.9080855846405029
6440,2.5845406020036195,0.9098608493804932
6450,2.5846402209643387,0.8917968273162842
6460,2.584739659535545,0.911201000213623
6470,2.584838918324467,0.9216217994689941
6480,2.5849379979353895,0.9168393611907959
6490,2.5850368989695887,0.9121859073638916
6500,2.585135622025418,0.915999174118042
6510,2.5852341676983137,0.9227044582366943
6520,2.585332536580781,0.9385955333709717
6530,2.585430729262458,0.9345057010650635
6540,2.5855287463301124,0.9285874366760254
6550,2.585626588367643,0.9345850944519043
6560,2.5857242559561255,0.9502341747283936
6570,2.5858217496738316,0.9453845024108887
6580,2.5859190700962116,0.9453861713409424
6590,2.5860162177959714,0.941230297088623
6600,2.586113193343019,0.9527397155761719
6610,2.586209997304538,0.9501633644104004
6620,2.586306630244973,0.9704399108886719
6630,2.5864030927260844,0.987144947052002
6640,2.5864993853069036,0.994011402130127
6650,2.5865955085438226,1.009727954864502
6660,2.58669146299055,0.9840734004974365
6670,2.5867872491981503,1.011361837387085
6680,2.5868828677150812,1.050851583480835
6690,2.5869783190871836,1.024815559387207
6700,2.58707360385769,1.025092601776123
6710,2.587168722567279,1.0110690593719482
6720,2.5872636757540697,1.0250887870788574
6730,2.5873584639536182,1.089388370513916
6740,2.5874530876989565,1.0694828033447266
6750,2.5875475475206073,1.073650598526001
6760,2.587641843946594,1.1213507652282715
6770,2.5877359775024686,1.1117854118347168
6780,2.5878299487112972,1.1653599739074707
6790,2.5879237580936967,1.0756464004516602
6800,2.5880174061678765,1.0849816799163818
6810,2.5881108934495876,1.0711393356323242
6820,2.58820422045219,1.1107890605926514
